表格1,,,,,,,,,,,,,,,,,,,,
,MilkgliderLatteartistUnity,智利餐廳,水餃,,,,湳抵巷,,凱旋中華站,,,,,,,,,,,
,東加炸雞,智利菜,花生粉,,,,東濱街,,橋頭火車站,,,,,,,,,,,
,阿來甜不辣,拉丁美洲料理,茄子,,,,香南路,,高雄車站,,,,,,,,,,,
,CirclePasta小圈子義大利麵,拉丁餐廳,香菜,,,,貴德街,,高雄國際機場站,,,,,,,,,,,
,堤諾比薩,拉丁風,茶葉,,,,環河南路二段,,三多商圈站,,,,,,,,,,,
,上樓看看,拉丁口味,蛋汁,,,,西安北路,,中央公園站,,,,,,,,,,,
,莎諾西餐,俄式,青椒,,,,公園五街,,巨蛋站,,,,,,,,,,,
,豬跳舞小餐館,俄式料理,黑糖,,,,康平街,,生態園區站,,,,,,,,,,,
,億長御坊-南門市場,俄國餐廳,鮑魚,,,,雙城街,,國家體育園區站,,,,,,,,,,,
,礫川日本料理,俄國菜,雞皮,,,,田心南路,,楠梓加工區站,,,,,,,,,,,
,澎湖張麵疙瘩,俄羅斯菜,麵線,,,,大有三街,,都會公園站,,,,,,,,,,,
,兔子兔子RabbitRabbit,俄羅斯餐廳,蘿蔔糕,,,,中清五街,,橋頭糖廠站,,,,,,,,,,,
,查理布朗烘焙屋忠孝復興店,俄羅斯料理,乳酪蛋糕,,,,金山路,,西子灣站,,,,,,,,,,,
,串鳥二店,奧地利菜,茶飲,,,,馬崗街,,市議會站,,,,,,,,,,,
,曾德自助火鍋城,奧地利料理,薄餅,,,,埔興路,,文化中心站,,,,,,,,,,,
,肥貓漁夫,維也納餐廳,糯米,,,,新生街,,技擊館站,,,,,,,,,,,
,今日壽司店,維也納料理,豆乾,,,,安心四橫巷,,衛武營站,,,,,,,,,,,
,宏廚pancake,英式,炸蝦,,,,山田路,,前鎮之星站,,,,,,,,,,,
,混蛋老闆果汁店,英國菜,脆皮,,,,糖廠路,,夢時代站,,,,,,,,,,,
,大小鐵板燒,英國料理,堅果,,,,武訓路,,經貿園區站,,,,,,,,,,,
,C.C.Kiss,英式料理,章魚,,,,達萬,,軟體園區站,,,,,,,,,,,
,一品花雕雞,愛爾蘭料理,黃瓜,,,,撫順二街,,高雄展覽館站,,,,,,,,,,,
,AranziCafe/Bistro阿朗基咖啡/餐廳,愛爾蘭菜,滷肉飯,,,,福中七街,,旅運中心站,,,,,,,,,,,
,暹廚泰式料理,愛爾蘭美食,鯖魚,,,,中洲街,,光榮碼頭站,,,,,,,,,,,
,炸遍集團,英國餐廳,木耳,,,,永新六街,,真愛碼頭站,,,,,,,,,,,
,MoiCafe,土耳其菜,玉子燒,,,,中正三路許厝巷,,駁二大義站,,,,,,,,,,,
,八棟圓仔湯,土耳其料理,豆芽,,,,順安路,,駁二蓬萊站,,,,,,,,,,,
,胡同燒肉一號店,土耳其餐廳,松阪豬,,,,小北路,,前鎮高中站,,,,,,,,,,,
,米其林脆皮雞蛋糕,波斯菜,湯麵,,,,嘉勤南路,,油廠國小站,,,,,,,,,,,
,すき家,波斯料理,魯肉飯,,,,公勤二街,,信義國小站,,,,,,,,,,,
,HEYCAFE,中東料理,四季豆,,,,照安路,,鳳山國中站,,,,,,,,,,,
,見個麵廚房,中東美食,糖漿,,,,化成路,,美麗島站,,,,,,,,,,,
,東湖包子王,伊朗料理,味增湯,,,,大連西路,,六張犁捷運站,,,,,,,,,,,
,雙聖美式餐飲連鎖,伊朗菜,南瓜濃湯,,,,緯二路,,麟光捷運站,,,,,,,,,,,
,沈家烏醋乾麵,中東餐廳,海鮮煎餅,,,,幸福二十九街,,木柵捷運站,,,,,,,,,,,
,鮮食堂,日本料理,煉乳,,,,本田街,,萬芳社區捷運站,,,,,,,,,,,
,EricBakery艾力克法國經典烘培,日式,墨魚,,,,疏洪西路,,東湖捷運站,,,,,,,,,,,
,ICEMONSTER,日本餐廳,鮮奶茶,,,,永利一街,,淡水捷運站,,,,,,,,,,,
,曉拾光GoodTimes,和式,冰塊,,,,法治路,,竹圍捷運站,,,,,,,,,,,
,BoostJuiceBars,懷石料理,豆花,,,,平和五路,,關渡捷運站,,,,,,,,,,,
,鰻鄉烤鰻專門店,日式洋食,炒蛋,,,,友直街,,復興崗捷運站,,,,,,,,,,,
,忈人咖啡,東洋料理,蛋捲,,,,溝皂一街,,北投捷運站,,,,,,,,,,,
,餐廳821麵食概念屋,東洋菜,豚骨,,,,大禹街,,新北投捷運站,,,,,,,,,,,
,里昂尼義麵坊,日式料理,酥皮,,,,衙慶一街,,奇岩捷運站,,,,,,,,,,,
,唐緹,韓式,煙燻鮭魚,,,,安林一街,,唭哩岸捷運站,,,,,,,,,,,
,鬍子餐酒,韓國菜,櫻桃,,,,文明二街,,石牌捷運站,,,,,,,,,,,
,陳師傅全麥手工水餃,韓國料理,牛肚,,,,七股,,芝山捷運站,,,,,,,,,,,
,築地鮮魚,韓式料理,玉米濃湯,,,,庫志,,士林捷運站,,,,,,,,,,,
,洋蔥,越南菜,果肉,,,,四分子,,劍潭捷運站,,,,,,,,,,,
,巷弄裡的噠噠聲,越南料理,柳橙汁,,,,潭墘,,圓山捷運站,,,,,,,,,,,
,景美鄭家燒烤,越式,魷魚,,,,中利街,,雙連捷運站,,,,,,,,,,,
,MinouMinou,越南餐廳,鴨肉,,,,保竹,,中山捷運站,,,,,,,,,,,
,114xBMC,南洋,鴨血,,,,三樂一街,,東門捷運站,,,,,,,,,,,
,ARANZICAFE,暹羅菜,水果茶,,,,楊新北路,,象山捷運站,,,,,,,,,,,
,阿美飯店,泰味,咖啡豆,,,,舊港路,,迴龍捷運站,,,,,,,,,,,
,MintPasta,印式,明蝦,,,,商工路,,丹鳳捷運站,,,,,,,,,,,
,RebirthCafe&Restaurant,印度料理,芹菜,,,,集英路,,新莊捷運站,,,,,,,,,,,
,來喫新越式料理,印度咖哩,派皮,,,,向陽路,,頭前庄捷運站,,,,,,,,,,,
,福岡日式簡餐,印度菜,荷包蛋,,,,東里七街,,三重捷運站,,,,,,,,,,,
,PushOne,韓式烤肉,凱薩沙拉,,,,后庄一街,,菜寮捷運站,,,,,,,,,,,
,Flower桂香預約制私宅料理,日式餐廳,湯圓,,,,商華街,,大橋頭捷運站,,,,,,,,,,,
,鐵之腕和風鐵板料理,泰式餐廳,醋飯,,,,德興六路,,頂溪捷運站,,,,,,,,,,,
,OvenCoffee科技大樓店,小吃,檸檬汁,,,,汽車路,,南勢角捷運站,,,,,,,,,,,
,珍好味蚵仔麵線,簡餐,紅豆湯,,,,源福一街,,蘆洲捷運站,,,,,,,,,,,
,伊洛瓦底,下午茶,茶包,,,,尚惠路,,中原捷運站,,,,,,,,,,,
,懿品小珍,早餐,甜椒,,,,水聳淒坑,,中和捷運站,,,,,,,,,,,
,泰鴻泰式料理,早午餐,蛋餅,,,,港十街,,永和捷運站,,,,,,,,,,,
,旬採鮨処-信義店,茶館,蒜片,,,,桂竹圍,,十四張捷運站,,,,,,,,,,,
,觀音亭素食,輕食,蔬食,,,,仁慈街,,西門捷運站,,,,,,,,,,,
,OMAYA春川炒雞,吃素,沙茶,,,,武山巷,,古亭捷運站,,,,,,,,,,,
,文魚走馬I原Taipei,素食,咖哩飯,,,,碼崙路,,公館捷運站,,,,,,,,,,,
,中原市場海鮮拉麵,速食,招牌菜,,,,太順路,,萬隆捷運站,,,,,,,,,,,
,季吉韓國美食茶飲坊,齋食,鐵板燒,,,,龍岩路,,景美捷運站,,,,,,,,,,,
,佳興魚丸店,快餐,皮蛋,,,,姑爺,,大坪林捷運站,,,,,,,,,,,
,平成十九,快餐店,奇異果,,,,永義街,,七張捷運站,,,,,,,,,,,
,我愛你學田市集,酒館,法式吐司,,,,三信路,,新店捷運站,,,,,,,,,,,
,星辰牛排,多國料理,柴魚,,,,義理街,,後山埤捷運站,,,,,,,,,,,
,JosephBistro想想廚房,創意料理,臭豆腐,,,,舊莊街二段,,永春捷運站,,,,,,,,,,,
,八條老宅麻辣鍋,蔬食,莓果,,,,光明路頂紙寮坑巷,,江子翠捷運站,,,,,,,,,,,
,熱烈一番亭,蔬食餐廳,荷包,,,,館前路,,新埔捷運站,,,,,,,,,,,
,吉緣素食,火烤兩吃,軟骨,,,,清潭路,,海山捷運站,,,,,,,,,,,
,娃娃魚泰國美食館,咖哩,餃子,,,,長江街,,土城捷運站,,,,,,,,,,,
,打咔生猛活海鮮,午餐,鮮魚,,,,北宜路六段獅仔頭坑巷,,永寧捷運站,,,,,,,,,,,
,IKEA瑞典餐廳,晚餐,豆漿,,,,新梅五街,,頂埔捷運站,,,,,,,,,,,
,BalanceCaf'e平衡點咖啡,宵夜,泡麵,,,,第六橫街,,三峽捷運站,,,,,,,,,,,
,京兆尹,親子餐廳,野菜,,,,明華街,,民生社區捷運站,,,,,,,,,,,
,韓國美食家Kim'sDiner,西餐廳,豬肝,,,,杭州四街,,加蚋捷運站,,,,,,,,,,,
,吳阿水私房海鮮料理,冰,檸檬塔,,,,石壁潭,,辛亥捷運站,,,,,,,,,,,
,11Social,便當,毛豆,,,,崇明六街,,內湖捷運站,,,,,,,,,,,
,首爾傳統韓國料理,手搖飲料,南瓜湯,,,,興通路,,文德捷運站,,,,,,,,,,,
,薌,手工咖啡,美式咖啡,,,,嘉豐三街,,港墘捷運站,,,,,,,,,,,
,OvenCoffee,中國菜,烤雞,,,,芳洲七路,,西湖捷運站,,,,,,,,,,,
,雄嘉義雞肉飯,西餐,滷肉,,,,清豐路,,劍南路捷運站,,,,,,,,,,,
,高橋日式餐酒館,居酒屋,糖霜,,,,元生三街,,大直捷運站,,,,,,,,,,,
,TheDiner樂子餐廳,中式料理,鱈魚,,,,國富十九街,,大安捷運站,,,,,,,,,,,
,來我家吧,西式料理,叉燒肉,,,,初鹿三街,,明德捷運站,,,,,,,,,,,
,沃田旅店自助餐廳,法式料理,百香果,,,,獅一路,,景安捷運站,,,,,,,,,,,
,阿紅的涮涮鍋,越式料理,草蝦,,,,太和街,,幸福捷運站,,,,,,,,,,,
,一騎札幌拉麵,咖啡廳,薯泥,,,,崁前,,新埔民生捷運站,,,,,,,,,,,
,行冊walkingbook,咖啡店,鯛魚,,,,自治南街,,板新捷運站,,,,,,,,,,,
,SUKHOTHAI,,山葵,,,,鳳興路,,橋和捷運站,,,,,,,,,,,
,瞞著爹食堂,,河粉,,,,光遠東路,,景平捷運站,,,,,,,,,,,
,阿眉快餐廳,,野菇,,,,中崙寮路,,民權西路捷運站,,,,,,,,,,,
,1885BURGERSTORE,,麥茶,,,,協進街,,昆陽捷運站,,,,,,,,,,,
,三花日式料理,,菜餚,,,,國光三街,,莒光捷運站,,,,,,,,,,,
,街角複合式餐坊,,榛果,,,,宏泰街,,松江南京捷運站,,,,,,,,,,,
,混(hun)共同工作空間,,蜜汁,,,,台鳳路,,南京復興捷運站,,,,,,,,,,,
